course_skill,best_esco,score
internet,conduct web searches,0.273
server-side javascript,run a media server,0.273
social determinants of health,health and safety regulations,0.272
radiography,teach geography,0.272
• create and manipulate objects and arrays,carpentry,0.272
query plans,develop design plans,0.272
question answering systems,mechanical systems,0.272
programmation r,evaluate education programmes,0.272
solução de problemas,create solutions to problems,0.271
singular value decomposition (svd),estimate value of clocks,0.271
dom manipulation,manipulate rubber products,0.271
subnetwork,social network analysis,0.271
basic time series analysis,perform data analysis,0.271
basic tensor functionality,apply basic programming skills,0.271
stocks,manage consumables stock,0.27
astrobiology,clinical microbiology,0.27
sharing your vision as a leader,document sharing procedures,0.27
unreal engine (user interface),inspect engine rooms,0.27
collecting data with a hypothesis,gather data,0.27
threat,identify security threats,0.269
microeconomics,economics,0.269
basic understanding of macos helpful,apply basic programming skills,0.269
document object model (dom),document evidence,0.269
socially responsible investing,exercise stewardship,0.269
hough transforms. feature detection,image recognition,0.269
euler's totient function,packaging functions,0.268
inspecting specimens,inspect clocks,0.268
parts-of-speech tagging,speech techniques,0.268
usability,disability types,0.268
likelihood function,packaging functions,0.268
familiarise with the elements of a research report,prepare market research reports,0.268
intrinsic function,packaging functions,0.268
build enhanced communications skills required in sales interactions,apply technical communication skills,0.268
makefile,type of file,0.268
portofolio kerja,manage portfolio,0.267
how you can alter your consumption of protein to optimize your health and the health of the environment,health and safety in the workplace,0.267
distributed model training and hyperparameter tuning,organise training,0.267
visualización de datos (dataviz),prepare visual data,0.267
solution design and implementation,support implementation of quality management systems,0.267
cybersecurity grc,security threats,0.267
tensorflow object detection api,computer vision,0.266
questionnement,use questioning techniques,0.266
hr lifecycle,manage staff,0.266
create custom synthesizer patches,produce customised products,0.266
gaussian mixture models,ensure correct gas pressure,0.266
multi-screen app design,design process,0.266
newton's method,funding methods,0.266
it fundamentals,kinetics,0.266
application tracing,dies,0.265
robo advising,advise on equipment maintenance,0.265
jupyter notebooks,read books,0.265
list methods for gaining committment from a prospect,funding methods,0.265
graphql,design graphics,0.265
goal setting,analyse goal progress,0.265
ibm new collar,create new recipes,0.264
optimism,conduct search engine optimisation,0.264
the document object model,document evidence,0.264
programação em r,promote education programmes,0.264
futures,forecast future levels of business,0.264
python operator,operate signal generator,0.264
visualização de dados (dataviz),prepare visual data,0.263
describe features of natural language processing (nlp) workloads on azure,advise on medical device features,0.263
queries,assist visitors,0.263
competitive analysis and benchmark,perform data analysis,0.263
solución de problemas,create solutions to problems,0.263
mlflow,control air flow,0.263
telemedicine,medicines,0.263
one-to-many models,design scale models,0.263
instrumental variable,manufacture dental instruments,0.263
fulfillment and delivery,check deliveries on receipt,0.263
declare and initialize different types of variables,use different types of fire extinguishers,0.262
mythology,pathology,0.262
interest rate,protect client interests,0.261
motivation,motivate employees,0.261
applying permissions,add colour,0.261
questionamento,use questioning techniques,0.261
container vulnerability management,apply change management,0.261
neurobiology,clinical microbiology,0.26
create and understand custom iam roles,produce customised products,0.26
go functions,functionalities of machinery,0.26
foams,apply spray foam insulation,0.26
assess critically the economic desirability of different technologically feasible abatement technologies,analyse economic trends,0.26
binary tree,inspect trees,0.259
scripting,transcription methods,0.259
bayesian inference,state estimation,0.259
feature prioritization,perform dimensionality reduction,0.259
cybersecurity pivoting,security threats,0.259
function approximation,packaging functions,0.259
python functions,test lift operation,0.259
entity recognition,image recognition,0.259
extract transform load (etl),load animals for transportation,0.258
sharing new insights from data,document sharing procedures,0.258
leverage the copyright law to your advantage,copyright legislation,0.258
read,read maps,0.258
vulnerability scanning,medical imaging technology,0.258
learn the process to deploy and publish an app,publish academic research,0.258
calculus,calculate dividends,0.258
filtering text files,adapt text culturally,0.257
use ads manager to create and optimize twitter ads,online ads campaign techniques,0.257
neuromarketing,marketing mix,0.257
desenvolvimento de carreira,carry out de-icing activities,0.257
suffix tree,inspect trees,0.257
programación en r,promote education programmes,0.257
h​ow to design balancers and power-limits estimators for lithium-ion battery packs,battery components,0.256
execution,manage government policy implementation,0.256
sql queries,assist visitors,0.256
how to identify sustainably caught (or farmed) fish and seafood,fish varieties,0.256
univariate time-series analysis,perform data analysis,0.256
higher-order function,civil process order,0.256
reproducibility,reprography,0.256
observe your own unique eating patterns and identify areas of improvement.,identify statistical patterns,0.256
feuille de calcul,calculate dividends,0.256
for example,collect samples for analysis,0.256
design pattern fundamentals,design process,0.256
attention deficit hyperactivity disorder (adhd),capture people's attention,0.255
bash (unix shell),computer programming,0.255
interactivity,interactive media,0.255
prepare for and address prospect concerns,offer advice on diet-related concerns,0.255
facilitation,manage facilities services,0.255
causal inference,state estimation,0.255
world health organization analysis,perform data analysis,0.255
facial recognition,image recognition,0.255
c++ functions,test lift operation,0.255
google compute engine,repair engines,0.255
hr tech,manage staff,0.255
use facebook ads manager to create and optimize ad campaigns,online ads campaign techniques,0.254
pivot tables,operate table saw,0.254
invoicing,monitor billing procedures,0.254
applying moderation and variety to your meals,carry out forum moderation,0.254
substance use disorder,communication disorders,0.254
form recognition,image recognition,0.254
describe core data concepts,process data,0.253
react-redux bindings,bind wire,0.253
java,understand spoken Javanese,0.253
solver,use solvents,0.253
survivorship,survive at sea in the event of ship abandonment,0.253
understand the capabilities of the appsheet no-code app development platform,development delays,0.252
externality,communicate with external laboratories,0.252
e-invoicing & e-way bill,draft bill of materials,0.252
dynamic search ads,online ads campaign techniques,0.251
use social selling tactics to connect and engage with prospects,sell clocks,0.251
utm codes,building codes,0.251
hydra,hydraulics,0.251
"understand the various policy approaches involved in the transition to a low carbon economy including in particular ""cap & trade"" carbon markets",advise on carbon emissions reduction,0.25
affordable care act,newborn care,0.25
python operators,liaise with politicians,0.25
calculs de données,calculate dividends,0.25
linked list,define technical requirements,0.249
transformers,electrical machines,0.249
scales,temperature scales,0.249
k means clustering,biomechanics,0.249
powerbi,use power tools,0.249
dog,dog behaviour,0.249
google ads,online ads campaign techniques,0.249
files,type of file,0.248
speech recognition,image recognition,0.248
formal verification,verify product specifications,0.247
gestion de la qualité,manage quality,0.247
object-oriented design,design process,0.247
create and edit a workbook with multiple sheets,handle broken glass sheets,0.247
multi-factor authentication,administer multi-modal logistics,0.247
javascript object methods,funding methods,0.246
holistic product lifecyle,product data management,0.246
embedded c,upgrade firmware,0.246
streams,hydraulic fluid,0.246
comprehensive unit-based safety program (cusp) toolkit,safety engineering,0.246
emailing,execute email marketing,0.245
inclusive,work for public inclusion,0.245
protocoles réseau,create safe working protocols,0.245
treejack,fell trees,0.245
tableurs,operate table saw,0.245
domain name system (dns),automatic control system,0.245
logical erds,logic,0.244
budgeting techniques for cost and profit centers,estimate profitability,0.244
increase collaboration by implementing strategies for team performance,implement marketing strategies,0.244
cultura organizacional,advise on organisational culture,0.244
applying vision,develop computer vision system,0.243
virtualization,create a product's virtual model,0.243
react (javascript library),react to emergency situations in a live performance environment,0.243
prospecting,handle quotes from prospective shippers,0.243
collecte de données,collect mail,0.242
stylegans,design hair style,0.242
devise a customized plan for optimizing your eating patterns.,grade patterns for wearing apparel,0.242
react native os apis,install operating system,0.242
fair use,use databases,0.242
gamification,fish identification and classification,0.241
jobs,occupational physiology,0.241
goroutines,write routine reports,0.241
feature tracking,perform dimensionality reduction,0.241
work with app data sources using google sheets,handle broken glass sheets,0.24
threat modeling,3D modelling,0.24
custom and exotic models with functional api,perform physical stress tests on models,0.24
lemmatization,digitization,0.24
word2vec,use word processing software,0.24
rhythm,express yourself creatively,0.239
analyzing firewall logs and configuring security controls,security engineering,0.239
facial recognition system,automatic control system,0.239
regression modeling,3D modelling,0.239
list comprehension,define technical requirements,0.239
harnessing imagination in scenarios,process spatial information,0.238
itil terminogy,terminology,0.238
برنامج tableau,operate table saw,0.238
gestion du changement,apply change management,0.238
ux and ui,install electrical and electronic equipment,0.238
mental illness,educate on the prevention of illness,0.237
python scripting,transcription methods,0.237
experiencia del usuario (ux),manage the customer experience,0.237
diversification,fish identification and classification,0.237
capital budgeting,evaluate budgets,0.237
object-oriented python,lead others,0.237
cybersecurity analyst,security threats,0.237
animation,animal biology,0.236
prototipo,design prototypes,0.236
inclusive ml,work for public inclusion,0.236
poetry,geometry,0.236
practice self-compassion with regard to your eating behaviors and food choices.,adopt ways to foster biodiversity and animal welfare,0.236
conditionals,monitor processing conditions,0.235
iterators,set up generators,0.235
issue tracking system,automatic control system,0.235
create a simple android ui,create a financial plan,0.235
utilize methods for talking with and engaging leads,funding methods,0.234
set protocol’s tokenization method,create safe working protocols,0.234
servicio de directorio,follow directions of the artistic director,0.233
cardiovascular understanding,interpret electrical diagrams,0.233
filmmaking,film studies,0.233
veränderungsmanagement,apply change management,0.233
named-entity recognition,image recognition,0.233
sagemaker feature store,perform dimensionality reduction,0.233
responding with an elevator pitch,interact with an audience,0.233
gestion de proyectos de desarrollo,carry out de-icing activities,0.233
list & label,prepare prescription labels,0.232
run and interpret kaplan-meier curves in r,interpret current data,0.232
compiler,compile appraisal reports,0.232
amazon elastic container registry,types of containers,0.232
visualization,visual disability,0.232
étude de cas,carry out de-icing activities,0.232
binary search tree,conduct search engine optimisation,0.231
basic understanding of how to read different types of charts,loading charts for transportation of goods,0.231
variability,assess reliability of data,0.231
sql scripts,perform scripted dialogue,0.231
cybersecurity staffing,security threats,0.231
estudo de caso,carry out de-icing activities,0.231
how might we method,funding methods,0.23
tomada de decisões,carry out de-icing activities,0.23
internet of things (iot),conduct web searches,0.23
metadaten,manage content metadata,0.23
conditional generation,set up generators,0.229
user interface,provide user documentation,0.229
mapreduce,reduce business mobility costs,0.229
desarrollo profesional,interact professionally in research and professional environments,0.229
• create simple javascript code,code of Conduct for Responsible Fisheries,0.229
resolução de problemas,identify problems,0.228
gestión de riesgos,carry out de-icing activities,0.228
estimativa de tarefas,carry out de-icing activities,0.228
preparing an informative lecture,structure information,0.228
object recognition,image recognition,0.228
gestión de cambios,carry out de-icing activities,0.228
discrete random variables,respect confidentiality obligations,0.228
trabajos de diseño de ux,carry out de-icing activities,0.228
gestión de calidad,carry out de-icing activities,0.228
publicidad de rendimiento,carry out de-icing activities,0.228
r function definition,packaging functions,0.228
benchmarking,laser marking processes,0.228
econometrics,biometrics,0.227
how to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods),perform mystery shopping,0.227
determinación del tamaño de la muestra,carry out de-icing activities,0.227
recursively enumerable set,set production facilities standards,0.227
describe how to work with relational data on azure,database,0.227
differentiate the traits that make up a good prospect from those of a bad prospect,handle quotes from prospective shippers,0.227
k-means clustering,biomechanics,0.227
deploying vpns and ssl/ssh encryption,military code,0.227
soporte al cliente,coach clients,0.226
sistema de nombres de dominio,carry out de-icing activities,0.226
whole genome sequencing,numerical sequences,0.226
sistema de nomes de domínio (dns),carry out de-icing activities,0.226
sending a message with relatability,disseminate messages to people,0.225
aggregations,disaggregate the production plan,0.225
priorización de riesgos,carry out de-icing activities,0.225
hoja de cálculo,carry out de-icing activities,0.225
datenaggregation,disaggregate the production plan,0.225
test de facilité d’utilisation,test package,0.225
fusion 360,blood transfusion,0.225
sistemas de archivos de linux,carry out de-icing activities,0.225
análise de dados,carry out de-icing activities,0.225
gestão de mudança,carry out de-icing activities,0.225
modelo de red,carry out de-icing activities,0.225
limpeza de dados,carry out de-icing activities,0.224
segurança de rede,carry out de-icing activities,0.224
gestión de proyectos,carry out de-icing activities,0.224
object-oriented analysis and design,perform data analysis,0.224
análisis e identificación de riesgos,carry out de-icing activities,0.224
analytic mindset,data analytics,0.224
user-centered design (create basic visualizations that match data and user needs),deliver visual presentation of data,0.224
recopilación de datos,carry out de-icing activities,0.224
protocolo ligero de acceso a directorios,carry out de-icing activities,0.224
cultura de la organización,study cultures,0.224
modelo de rede,carry out de-icing activities,0.224
gestão de riscos,carry out de-icing activities,0.224
animations,animal biology,0.224
coleta de dados,carry out de-icing activities,0.224
segurança de redes sem fio,carry out de-icing activities,0.224
seguridad de la red,carry out de-icing activities,0.224
diseño de la experiencia del usuario (uxd),carry out de-icing activities,0.224
diseño de proyectos,carry out de-icing activities,0.224
redacción de negocios,carry out de-icing activities,0.223
charte de projet,carry out de-icing activities,0.223
execução de projetos,carry out de-icing activities,0.223
ética de datos,carry out de-icing activities,0.223
agregação de dados,carry out de-icing activities,0.223
integridad de datos,carry out de-icing activities,0.223
gestion de projets,carry out de-icing activities,0.223
evaluación de necesidades,carry out de-icing activities,0.223
cybersecurity fluency,security threats,0.223
agregación de datos,carry out de-icing activities,0.223
cálculos de dados,carry out de-icing activities,0.223
pesquisa de ux,carry out de-icing activities,0.223
fusion360,blood transfusion,0.223
estimación de tareas,carry out de-icing activities,0.223
esquema de página,carry out de-icing activities,0.223
escrita de negócios,carry out de-icing activities,0.223
gerenciamento de projetos,carry out de-icing activities,0.223
resolución de problemas,identify problems,0.223
serviço de diretórios,carry out de-icing activities,0.223
gestión de recursos humanos,carry out de-icing activities,0.223
gerenciamento de riscos,carry out de-icing activities,0.223
gestión de marcas,carry out de-icing activities,0.223
planejamento de projetos,carry out de-icing activities,0.223
prise de décision,carry out de-icing activities,0.223
limpieza de datos,carry out de-icing activities,0.223
conception de l’expérience utilisateur (uxd),carry out de-icing activities,0.223
análisis de datos,carry out de-icing activities,0.223
gestion de projet,carry out de-icing activities,0.223
testagem de usabilidade,carry out de-icing activities,0.222
question-answering,answer requests for quotation,0.222
pruebas de usabilidad,carry out de-icing activities,0.222
planification de projet,carry out de-icing activities,0.222
détermination de la taille d’échantillon,carry out de-icing activities,0.222
emplois de conception ux.,carry out de-icing activities,0.222
interfaz de comandos,carry out de-icing activities,0.222
planificación de proyectos,carry out de-icing activities,0.222
gestión de los interesados,carry out de-icing activities,0.222
introduction to python for cybersecurity,security threats,0.221
rebuild your relationship with food by learning to genuinely love the foods that will support your health in the long term.,plan medium to long term objectives,0.221
songwriting,writing techniques,0.221
structural,examine civil structures,0.22
automl,drive automatic car,0.22
cloud functions,test lift operation,0.22
queues,use questioning techniques,0.22
knowing the buyer's journey,represent the organisation,0.22
python function definition,risk identification,0.219
redshift,coordinate shifts,0.219
sql aggregations,disaggregate the production plan,0.219
playing guitar,play with children,0.219
tests de la facilité d’utilisation,perform laboratory tests,0.218
- datenanalyse,analyse data about clients,0.218
cartography,teach geography,0.218
materialized view,test materials,0.218
datenanalyse,analyse data about clients,0.218
gestion des partenaires,design questionnaires,0.218
go conditionals,monitor processing conditions,0.217
seasonality,theories of personality,0.217
creational,make artistic food creations,0.216
perception,transport topography,0.216
owner’s equity and owner’s draw,draw design sketches,0.216
controllable generation,set up generators,0.215
airplane conception and validation,aircraft mechanics,0.215
vector calculus,calculate dividends,0.215
microstrategy,operate microscope,0.215
arrays,position glass on trays,0.215
sectors,legal requirements in the social sector,0.214
understand the likely impacts on the real economy of the different courses of actions ahead of us,circular economy,0.214
generics,set up generators,0.214
samtools,use hand tools,0.214
cybersecurity reconnaissance,security threats,0.214
- r-programmierung,program firmware,0.213
metadatos,manage content metadata,0.213
producing,paper production processes,0.213
microservices,microsensors,0.213
bash scripting,transcription methods,0.212
object-oriented javascript,lead others,0.212
understand the fundamentals of magnetic components including inductors and transformers,kinetics,0.212
recyclerview,maintain recycling records,0.212
time-to-event modeling,keep time accurately,0.212
datenvisualisierung (dataviz),deliver visual presentation of data,0.211
genomics,ergonomics,0.211
use ui component libraries to build android ui,replace defect components,0.211
- datenvisualisierung (dataviz),deliver visual presentation of data,0.211
understand common ways to choose what predictors go into a regression model,common children's diseases,0.211
real-world examples,World Wide Web Consortium standards,0.211
authentication and authorization,use authentic crafting techniques,0.211
adaptability,manage profitability,0.211
guitar scales,temperature scales,0.21
react native basics,electricity,0.21
vector visualization,visual disability,0.21
analytic frameworks,data analytics,0.21
css frameworks,set quality assurance objectives,0.209
firewall configuration,program lift controller,0.209
unity,analyse community needs,0.209
git and github,install electrical and electronic equipment,0.209
hospice,teach hospitality principles,0.209
javac,understand spoken Javanese,0.209
wireshark,organise wires,0.209
branding,manage brand assets,0.209
serial line internet protocol (slip),monitor the production line,0.208
cis benchmarks,trademarks,0.208
math,communicate mathematical information,0.208
tumour immunity,clinical immunology,0.208
object clustering,produce copies of valuable objects,0.207
autocorrect,manage corrective actions,0.206
javascript functions,test lift operation,0.206
bonds,trade securities,0.206
conceptual erds,think abstractly,0.206
hashing,rope lashing,0.205
junior cybersecurity analyst,security threats,0.205
ibm powervc,use power tools,0.205
differential equations,adapt to different weather conditions,0.205
discriminator,criminal law,0.205
iterator,operate signal generator,0.204
backtesting,use testing equipment,0.204
auth0,authoring software,0.204
built-in python functions,firmware,0.204
ideation,develop creative ideas,0.203
intractability,manage profitability,0.203
real-world assignments,World Wide Web Consortium standards,0.202
portfólio profissional,manage portfolio,0.202
openshift,work in shifts,0.202
front and back ends,use back-up and recovery tools,0.202
k-anonymization,periodisation,0.202
strategisches denken,strategic planning,0.201
design and optimize inductors and transformers for switched-mode power converters,refractive power,0.201
trauma,apply first response,0.201
hyperledger,manage the general ledger,0.201
salesforce,achieve sales targets,0.201
vectors,communicate with waste collectors,0.2
dynamic linear modeling,3D modelling,0.2
cucumber,distinguish lumber categories,0.2
orchestrator user interface,provide user documentation,0.2
worksheet,use spreadsheets software,0.2
dataflow,process data,0.2
mitigating vulnerabilities using packet capture and analysis,business analysis,0.2
choosing advisors,select mould types,0.199
leading a diverse workforce,lead a team,0.199
bounding boxes,determine property boundaries,0.199
syndication,provide medication information,0.199
psycopg2,developmental psychology,0.199
vision alignment,develop computer vision system,0.198
object tracking,produce copies of valuable objects,0.197
including the use of basic functions such as sum and average,manage the use of vaccines,0.196
selectors,communicate with waste collectors,0.196
functional javascript,conduct research across disciplines,0.196
explainable ai,advise on sustainable management policies,0.196
adjective,provide objective assessments of calls,0.195
screenwriting,writing techniques,0.195
sql joins,create wood joints,0.195
wiremock,organise wires,0.195
alteryx,alternative energy,0.195
cube and rollup,install electrical and electronic equipment,0.195
agile frameworks,set quality assurance objectives,0.194
tracking,track key performance indicators,0.194
extended kalman filters,maintain concentration for long periods,0.194
dashboard,conduct on board safety inspections,0.194
gameplay,demonstrate games,0.194
gcp ace certification,fish identification and classification,0.194
zk-snarks,trademarks,0.193
cloud-hosted notebooks,read books,0.193
azure defender,escort defendants,0.193
determinants,determine production capacity,0.193
مؤثرات عرض البيانات (dataviz),process data,0.193
integrals,integrate new products in manufacturing,0.193
wireless,organise wires,0.192
unity (user interface),provide user documentation,0.192
teradata,statistics,0.192
option,comply with optical prescriptions,0.192
normalization,identify abnormalities,0.192
ros nodes,apply electrolytes to cathodes and anodes,0.191
observability,carry out scientific research in observatory,0.191
attack and defend,comply with the principles of self-defence,0.191
comunicação eficaz,use communication devices,0.191
go arrays,position glass on trays,0.191
gst compliances & return filing,test dental appliances for compliance,0.191
jupyter notebook,book reviews,0.19
strings,tune stringed musical instruments,0.19
android notifications,fish identification and classification,0.19
c# coding,apply basic programming skills,0.19
coding,apply basic programming skills,0.19
ui kits and plugins,install electrical and electronic equipment,0.19
perangkat lunak tableau,operate table saw,0.189
logiciel tableau,operate table saw,0.189
webpack,pack goods,0.189
cryptography,teach geography,0.189
agile,pack fragile items for transportation,0.188
aws elastic beanstalk,manipulate plastic,0.188
azure ml sdk,optical character recognition software,0.188
regularization to avoid overfitting,make an informed use of the health-care system,0.188
java annotations,musical notation,0.187
cooking vegetables in ways that will delight,entertain people,0.187
metadados,manage content metadata,0.186
java compiler,compile appraisal reports,0.186
amazon elastic kubernetes,manipulate plastic,0.186
tableau visualizations,visual disability,0.186
paying for college,collect samples for analysis,0.186
creating links to files and directories,follow directions of the artistic director,0.185
happiness,collect mapping data,0.185
powershell,computer programming,0.185
docker,wicker materials,0.185
ethica hacking,data ethics,0.184
unittest,test electronic units,0.184
phishing,metal polishing machine parts,0.184
pemrograman r,evaluate education programmes,0.184
hyperparameter tuning,optimise production processes parameters,0.184
intellij,intellectual property law,0.184
deception,clean public areas,0.184
brain,brainstorm ideas,0.184
crisp-dm,crisis intervention,0.183
pythagorean theorem,understand written Korean,0.183
vhdl coding,apply basic programming skills,0.183
effective use of labor,communicate in healthcare,0.183
ai fairness,attend book fairs,0.182
packer,wicker materials,0.182
star and snowflake schema,install electrical and electronic equipment,0.182
databricks,use databases,0.182
tokenization,digitization,0.181
eigenvalues and eigenvectors,install electrical and electronic equipment,0.181
graphslam,design graphics,0.181
hiring,recruit personnel,0.181
for loop,conduct web searches,0.181
serverless,run a media server,0.181
python arrays,position glass on trays,0.181
projektplanung,organise project meetings,0.181
mindful eating,adopt ways to foster biodiversity and animal welfare,0.18
dataset annotation,musical notation,0.18
zoom,zoo regulations,0.18
adobe photoshop,study aerial photos,0.18
masking,perform multiple tasks at the same time,0.179
retain,maintain pipeline coating properties,0.179
upload,load animals for transportation,0.179
tact,devise military tactics,0.179
termo de abertura do projeto,carry out de-icing activities,0.179
sistemas de arquivos do linux,carry out de-icing activities,0.178
logging,use rigging tools,0.178
estatuto del proyecto,maintain statutory books,0.178
lucidchart,create flowchart diagram,0.178
gestion des risques,use questioning techniques,0.177
f1 score,mark processed workpiece,0.177
redux,reduce business mobility costs,0.177
municipal bonds,trade securities,0.177
preprocessor,prepress processes,0.177
base64,knowledge base,0.177
naive bayes classifiers,fish identification and classification,0.177
command line interface basics,monitor the production line,0.177
neuroscience,data science,0.177
javascript,transcription methods,0.176
bag of words,use word processing software,0.176
gratitude,demonstrate professional attitude to clients,0.176
diretórios do ldap,give massages,0.176
laziness,assemble insulating glazing units,0.176
threat profiling,identify security threats,0.176
mysql,perform mystery shopping,0.175
arrays in javascript,write Javanese,0.175
shiny dashboards,design circuit boards,0.175
perfectionnement professionnel,interact professionally in research and professional environments,0.175
cancer,cancellation policies of service providers,0.174
experiência do usuário (ux),give massages,0.174
memoir,memorise information,0.174
marvel,carve materials,0.174
meditation,ensure sanitation,0.174
how to navigate the egg section (understanding terms like free range and pasture raised),use free typing techniques,0.174
firebase,conduct fire tests,0.173
graphs,post-processing of photographs,0.173
cobol coding,apply basic programming skills,0.173
compose ui using kotlin ui views,give interviews to media,0.172
variable scope,agronomy,0.172
transition to hospice,adapt to change,0.172
dentures,joint ventures,0.171
tablature,operate table saw,0.171
bioconductor,semiconductors,0.171
right to be forgotten,crime victims' rights,0.171
effektive kommunikation,communicate in healthcare,0.171
apposition,show determination,0.171
pros and cons of gans,health and safety regulations,0.171
convolution and deconvolution,install electrical and electronic equipment,0.171
randomization,periodisation,0.17
sift detector,radars,0.17
causality,determine cause of damage,0.17
assertiveness,support the positiveness of youths,0.17
bayes' theorem,game theory,0.17
easing pain and suffering,public offering,0.17
onboarding,conduct on board safety inspections,0.169
refinancing,financial capability,0.169
microservices debugging,microsensors,0.169
signature,use signalling equipment,0.167
crazy 8s,operate cranes,0.167
determinação do tamanho da amostra,give massages,0.167
cryptographic attacks,photographic processing techniques,0.167
tableau storypoint,operate table saw,0.167
serializers and deserializers,install electrical and electronic equipment,0.166
logo,logic,0.166
wpscan,screen clients,0.166
- fallstudie,communication studies,0.166
electrocardiographs,electroplating,0.166
comunicación efectiva,remove defective products,0.166
java arrays,position glass on trays,0.165
aws config,show confidence,0.165
iteration,conduct literature research,0.165
loops,train military troops,0.164
interface de comando,interpret graphical communication interfaces,0.164
photometric stereo,biometrics,0.164
gestion agile,pack fragile items for transportation,0.164
precomputing predictions,scientific computing,0.164
metaverse,manipulate metal,0.163
creating sensible and delightful desserts,design firmware,0.163
salience,data science,0.163
venture capital financing,financial capability,0.163
cyclegan,manage packaging development cycle from concept to launch,0.163
wireframe,organise wires,0.163
fasttext,adapt text culturally,0.162
gaming,train dealers in gaming,0.162
adobe indesign,design process,0.162
nmap,read maps,0.162
venture capital,joint ventures,0.161
storyboarding,tune keyboard music instruments,0.161
exécution du projet,oversee construction project,0.161
foresight,forest conservation,0.161
podcast,lead cast and crew,0.161
ethereum 2.0 approaches to scaling,freight transport methods,0.161
polymorphism,polymer chemistry,0.16
powerpoint,use power tools,0.16
influencers,influence policy makers on social service issues,0.16
lambda expressions,express yourself creatively,0.159
salesforce lightning,lighting techniques,0.159
locality-sensitive hashing,respect confidentiality obligations,0.159
ides,herbicides,0.158
autocad,monitor automated machines,0.157
story telling,teach history,0.157
command-line interface,monitor the production line,0.157
invision,work under supervision in care,0.156
codebuild,building codes,0.156
postgresql,collect mail,0.156
histogram filters,teach history,0.155
api endpoints,create wood joints,0.155
storytelling,spelling,0.155
cluster validation,validate raw materials,0.155
flexbox,perform services in a flexible manner,0.155
reason,interpret mathematical information,0.155
swaps and options,comply with optical prescriptions,0.154
redis,develop food waste reduction strategies,0.154
backups,system backup best practice,0.154
tiers of deletion,business strategy concepts,0.154
multivariable calculus,calculate dividends,0.153
spark sql,park guest's vehicle,0.153
cryptocurrency,manage currency exchange risk mitigation techniques,0.153
cuestionamiento,use questioning techniques,0.153
apache jmeter,read gas meter,0.152
tensorboard,conduct on board safety inspections,0.152
css,style sheet languages,0.151
persistence,understand spoken Persian,0.151
lean six sigma,clean surfaces,0.151
sprint retrospectives,handle quotes from prospective shippers,0.151
biopython,biophysics,0.151
amazon elastic compute cloud,manipulate plastic,0.151
debugging,use rigging tools,0.151
melodic hooks,read books,0.15
comparative genomics,ergonomics,0.15
influencing,advise on licencing procedures,0.15
flourishing,metal polishing machine parts,0.149
kalman filters,"browse, search and filter data, information and digital content",0.149
cherrytree,inspect trees,0.148
use snapchat ad manager to set up and optimize snapads,support managers,0.148
hashtables,operate table saw,0.148
projektcharta,perform project management,0.148
conception expérience utilisateur (uxd),develop a pedagogical concept,0.148
nvidia,media law,0.148
cyber attacks,security threats,0.148
poise,ensure compliance with noise standards,0.148
adaptibility,execute feasibility study,0.148
autodesk,handle helpdesk problems,0.147
matrix factorization,assess risk factors,0.147
pseudocode,code of Conduct for Responsible Fisheries,0.147
javascript coding,apply basic programming skills,0.147
rest api's,forest conservation,0.147
ingenuity,ensure continuous styling of artists,0.147
query string,tune stringed musical instruments,0.146
strategize to gain qualified leads and referrals,maintain professional records,0.146
perfect tenses,master language rules,0.146
belting,monitor conveyor belt,0.146
cryptocurrency tokens,manage currency exchange risk mitigation techniques,0.146
phpmyadmin,maintain contract administration,0.146
c++ polymorphism,polymer chemistry,0.145
resiliency,adjust to physical demands,0.145
clustering,prepare surface for plastering,0.145
json,advise on lesson plans,0.145
go loops,train military troops,0.144
- r markdown,market analysis,0.144
r markdown,market analysis,0.144
np-completeness,review completed contracts,0.144
azure conversational ai agents,handle chemical cleaning agents,0.144
html and css,style sheet languages,0.144
armature,control temperature,0.144
openstack,stack goods,0.144
jazz,Javanese,0.144
burp suite,wear cleanroom suit,0.143
mockito,make architectural mock-ups,0.143
studi kasus,religious studies,0.143
expérience utilisateur (ux),manage the customer experience,0.143
javascript async/await,transcription methods,0.143
influencia,influence policy makers on social service issues,0.142
transformation matrix,provide information,0.142
executive presence,translate spoken language consecutively,0.142
java stream api,understand spoken Javanese,0.142
constraint propagation,construction methods,0.142
cloud observability,carry out scientific research in observatory,0.142
go structs,construction methods,0.142
projektabwicklung,perform project management,0.142
effect modifcation,communicate in healthcare,0.142
grid+,tend CNC grinding machine,0.142
meta spark,park guest's vehicle,0.141
backward induction,control production,0.141
solidity,liquidity management,0.141
cyclegans,manage packaging development cycle from concept to launch,0.141
montgomery modular multiplication,perform multiple tasks at the same time,0.141
terraform,work on uneven surfaces,0.141
orchestration,operate brazing equipment,0.14
framing,create furniture frames,0.14
cli,coach clients,0.139
neurodiversity,respect the diversity of cultural values and norms,0.139
iifes,advise on healthy lifestyles,0.139
gradient descent,adolescent socialisation behaviour,0.139
gpu,collect data using GPS,0.139
devops,hand props to actors,0.139
artifact and lineage tracking,track key performance indicators,0.138
criptografía,transcription methods,0.137
log–log plot,maintain records of maintenance interventions,0.137
bias in gans,critically evaluate information and its sources,0.137
javascript promises,transcription methods,0.137
